,ID_REF,PROBE_ID,IDENTIFIER
22800,213499_at,22800,CLCN2
22801,213500_at,22801,AI307760
22802,213501_at,22802,ACOX1
22803,213502_x_at,22803,GUSBP11
22804,213503_x_at,22804,ANXA2
22805,213504_at,22805,COPS6
22806,213505_s_at,22806,SUGP2
22807,213506_at,22807,F2RL1
22808,213507_s_at,22808,KPNB1
22809,213508_at,22809,SPTSSA
22810,213509_x_at,22810,CES2
22811,213510_x_at,22811,USP32P2
22812,213511_s_at,22812,MTMR1
22813,213512_at,22813,C14orf79
22814,213513_x_at,22814,ARPC2
22815,213514_s_at,22815,DIAPH1
22816,213515_x_at,22816,HBG2
22817,213516_at,22817,AKAP13
22818,213517_at,22818,PCBP2
22819,213518_at,22819,PRKCI
22820,213519_s_at,22820,LAMA2
22821,213520_at,22821,RECQL4
22822,213521_at,22822,PTPN18
22823,213522_s_at,22823,CSNK1D
22824,213523_at,22824,CCNE1
22825,213524_s_at,22825,G0S2
22826,213525_at,22826,213525_at
22827,213526_s_at,22827,LIN37
22828,213527_s_at,22828,ZNF688
22829,213528_at,22829,METTL18
22830,213529_at,22830,ZNF688
22831,213530_at,22831,RAB3GAP1
22832,213531_s_at,22832,RAB3GAP1
22833,213532_at,22833,ADAM17
22834,213533_at,22834,NSG1
22835,213534_s_at,22835,PASK
22836,213535_s_at,22836,UBE2I
22837,213536_s_at,22837,213536_s_at
22838,213537_at,22838,HLA-DPA1
22839,213538_at,22839,SON
22840,213539_at,22840,CD3D
22841,213540_at,22841,HSD17B8
22842,213541_s_at,22842,ERG
22843,213542_at,22843,ZNF710
22844,213543_at,22844,SGCD
22845,213544_at,22845,ING2
22846,213545_x_at,22846,SNX3
22847,213546_at,22847,DKFZP586I1420
22848,213547_at,22848,CAND2
22849,213548_s_at,22849,CDV3
22850,213549_at,22850,PDZD8
22851,213550_s_at,22851,TMCO6
22852,213551_x_at,22852,PCGF2
22853,213552_at,22853,GLCE
22854,213553_x_at,22854,APOC1
22855,213554_s_at,22855,CDV3
22856,213555_at,22856,RWDD2A
22857,213556_at,22857,PINLYP
22858,213557_at,22858,CDK12
22859,213558_at,22859,PCLO
22860,213559_s_at,22860,ZNF467
22861,213560_at,22861,GADD45B
22862,213561_at,22862,MCM9
22863,213562_s_at,22863,SQLE
22864,213563_s_at,22864,TUBGCP2
22865,213564_x_at,22865,LDHB
22866,213565_s_at,22866,SMAD6
22867,213566_at,22867,RNASE6
22868,213567_at,22868,KPNA4
22869,213568_at,22869,OSR2
22870,213569_at,22870,LOC100506603
22871,213570_at,22871,EIF4E2
22872,213571_s_at,22872,EIF4E2
22873,213572_s_at,22873,SERPINB1
22874,213573_at,22874,KPNB1
22875,213574_s_at,22875,KPNB1
22876,213575_at,22876,TRA2A
22877,213577_at,22877,SQLE
22878,213578_at,22878,BMPR1A
22879,213579_s_at,22879,EP300
22880,213580_at,22880,CREBZF
22881,213581_at,22881,PDCD2
22882,213582_at,22882,ATP11A
22883,213583_x_at,22883,EEF1A1
22884,213584_s_at,22884,CREBZF
22885,213585_s_at,22885,PDCD2
22886,213586_at,22886,CDKN2D
22887,213587_s_at,22887,ATP6V0E2
22888,213588_x_at,22888,RPL14
22889,213589_s_at,22889,B3GNTL1
22890,213590_at,22890,SLC16A5
22891,213591_at,22891,ALDH7A1
22892,213592_at,22892,APLNR
22893,213593_s_at,22893,TRA2A
22894,213594_x_at,22894,SRSF10
22895,213595_s_at,22895,CDC42BPA
22896,213596_at,22896,CASP4
22897,213597_s_at,22897,CTDSPL
22898,213598_at,22898,W87688
22899,213599_at,22899,OIP5
22900,213600_at,22900,SIPA1L3
22901,213601_at,22901,SLIT1
22902,213602_s_at,22902,213602_s_at
22903,213603_s_at,22903,RAC2
22904,213604_at,22904,TCEB3
22905,213605_s_at,22905,LOC728093
22906,213606_s_at,22906,ARHGDIA
22907,213607_x_at,22907,NADK
22908,213608_s_at,22908,SRRD
22909,213609_s_at,22909,SEZ6L
22910,213610_s_at,22910,PHOSPHO2-KLHL23
22911,213611_at,22911,AQP5
22912,213612_x_at,22912,NBPF20
22913,213613_s_at,22913,NADK
22914,213614_x_at,22914,EEF1A1
22915,213615_at,22915,LPCAT3
22916,213616_at,22916,TPGS2
22917,213617_s_at,22917,TPGS2
22918,213618_at,22918,ARAP2
22919,213619_at,22919,HNRNPH1
22920,213620_s_at,22920,ICAM2
22921,213621_s_at,22921,GUK1
22922,213622_at,22922,COL9A2
22923,213623_at,22923,KIF3A
22924,213624_at,22924,SMPDL3A
22925,213625_at,22925,ZKSCAN4
22926,213626_at,22926,CBR4
22927,213627_at,22927,MAGED2
22928,213628_at,22928,CLCC1
22929,213629_x_at,22929,MT1F
22930,213630_at,22930,NACAD
22931,213631_x_at,22931,DHODH
22932,213632_at,22932,DHODH
22933,213633_at,22933,SH3BP1
22934,213634_s_at,22934,TRMU
22935,213635_s_at,22935,SAFB
22936,213636_at,22936,PHF24
22937,213637_at,22937,DDX52
22938,213638_at,22938,PHACTR1
22939,213639_s_at,22939,ZNF500
22940,213640_s_at,22940,LOX
22941,213641_at,22941,ZNF500
22942,213642_at,22942,BE312027
22943,213643_s_at,22943,INPP5B
22944,213644_at,22944,CEP112
22945,213645_at,22945,ENOSF1
22946,213646_x_at,22946,TUBA1B
22947,213647_at,22947,DNA2
22948,213648_at,22948,EXOSC7
22949,213649_at,22949,SRSF7
22950,213650_at,22950,LOC101930583
22951,213651_at,22951,INPP5J
22952,213652_at,22952,PCSK5
22953,213653_at,22953,METTL3
22954,213654_at,22954,TAF5L
22955,213655_at,22955,AA502643
22956,213656_s_at,22956,KLC1
22957,213657_s_at,22957,BE858194
22958,213658_at,22958,BE858194
22959,213659_at,22959,ZNF75D
22960,213660_s_at,22960,TOP3B
22961,213661_at,22961,PAMR1
22962,213662_at,22962,FAM134B
22963,213663_s_at,22963,FAM134B
22964,213664_at,22964,SLC1A1
22965,213665_at,22965,SOX4
22966,213666_at,22966,SEPT6
22967,213667_at,22967,TMEM265
22968,213668_s_at,22968,SOX4
22969,213669_at,22969,FCHO1
22970,213670_x_at,22970,NSUN5P1
22971,213671_s_at,22971,MIR6758
22972,213672_at,22972,MIR6758
22973,213673_x_at,22973,NENF
22974,213674_x_at,22974,IGHD
22975,213675_at,22975,PARVA
22976,213676_at,22976,TMEM151B
22977,213677_s_at,22977,PMS1
22978,213678_at,22978,TMEM151B
22979,213679_at,22979,TTC30A
22980,213680_at,22980,KRT6B
22981,213681_at,22981,CYHR1
22982,213682_at,22982,NUP50
22983,213683_at,22983,ACSL6
22984,213684_s_at,22984,PDLIM5
22985,213685_at,22985,TCEB3-AS1
22986,213686_at,22986,VPS13A
22987,213687_s_at,22987,RPL35A
22988,213688_at,22988,CALM3
22989,213689_x_at,22989,FAM69A
22990,213690_s_at,22990,PTOV1-AS2
22991,213691_at,22991,PTOV1-AS2
22992,213692_s_at,22992,VDR
22993,213693_s_at,22993,MUC1
22994,213694_at,22994,RSBN1
22995,213695_at,22995,PON3
22996,213696_s_at,22996,MED8
22997,213697_at,22997,HIPK3
22998,213698_at,22998,TMEM35B
22999,213699_s_at,22999,YWHAQ
23000,213700_s_at,23000,PKM
23001,213701_at,23001,C12orf29
23002,213702_x_at,23002,ASAH1
23003,213703_at,23003,LINC00342
23004,213704_at,23004,SNORD45C
23005,213705_at,23005,GGCX
23006,213706_at,23006,GPD1
23007,213707_s_at,23007,DLX5
23008,213708_s_at,23008,MLX
23009,213709_at,23009,BHLHB9
23010,213710_s_at,23010,CALM1
23011,213711_at,23011,KRT81
23012,213712_at,23012,ELOVL2
23013,213713_s_at,23013,GLB1L2
23014,213714_at,23014,CACNB2
23015,213715_s_at,23015,KANK3
23016,213716_s_at,23016,SECTM1
23017,213717_at,23017,LDB3
23018,213718_at,23018,RBM14-RBM4
23019,213719_s_at,23019,SMARCA4
23020,213720_s_at,23020,SMARCA4
23021,213721_at,23021,SOX2
23022,213722_at,23022,SOX2
23023,213723_s_at,23023,IDUA
23024,213724_s_at,23024,PDK2
23025,213725_x_at,23025,XYLT1
23026,213726_x_at,23026,TUBB4B
23027,213727_x_at,23027,MPPE1
23028,213728_at,23028,LAMP1
23029,213729_at,23029,PRPF40A
23030,213730_x_at,23030,TCF3
23031,213731_s_at,23031,TCF3
23032,213732_at,23032,TCF3
23033,213733_at,23033,MYO1F
23034,213734_at,23034,RFC5
23035,213735_s_at,23035,COX5B
23036,213736_at,23036,COX5B
23037,213737_x_at,23037,GOLGA8N
23038,213738_s_at,23038,ATP5A1
23039,213739_at,23039,LOC103344931
23040,213740_s_at,23040,TMEM262
23041,213741_s_at,23041,KPNA1
23042,213742_at,23042,SRSF11
23043,213743_at,23043,CCNT2
23044,213744_at,23044,ATRNL1
23045,213745_at,23045,ATRNL1
23046,213746_s_at,23046,FLNA
23047,213747_at,23047,AZIN1
23048,213748_at,23048,TRIM66
23049,213749_at,23049,MASP1
23050,213750_at,23050,RSL1D1
23051,213751_at,23051,PPP1R37
23052,213752_at,23052,KAZN
23053,213753_x_at,23053,EIF5A
23054,213754_s_at,23054,PAIP1
23055,213755_s_at,23055,SKI
23056,213756_s_at,23056,HSF1
23057,213757_at,23057,AA393940
23058,213758_at,23058,COX4I1
23059,213759_at,23059,ARL4C
23060,213760_s_at,23060,ZNF330
23061,213761_at,23061,MDM1
23062,213762_x_at,23062,LOC101928747
23063,213763_at,23063,HIPK2
23064,213764_s_at,23064,MFAP5
23065,213765_at,23065,MFAP5
23066,213766_x_at,23066,GNA11
23067,213767_at,23067,KSR1
23068,213768_s_at,23068,ASCL1
23069,213769_at,23069,KSR1
23070,213770_at,23070,KSR1
23071,213771_at,23071,IRF2BP1
23072,213772_s_at,23072,GGA2
23073,213773_x_at,23073,NSUN5
23074,213774_s_at,23074,PPP1R2
23075,213775_x_at,23075,ZNF638-IT1
23076,213776_at,23076,LOC157562
23077,213777_s_at,23077,213777_s_at
23078,213778_x_at,23078,ZNF276
23079,213779_at,23079,EMID1
23080,213780_at,23080,TCHH
23081,213781_at,23081,PPP1R37
23082,213782_s_at,23082,MYOZ2
23083,213783_at,23083,MFNG
23084,213784_at,23084,IFT27
23085,213785_at,23085,IPO9
23086,213786_at,23086,TAX1BP1
23087,213787_s_at,23087,EBP
23088,213788_s_at,23088,213788_s_at
23089,213789_at,23089,EBP
23090,213790_at,23090,ADAM12
23091,213791_at,23091,PENK
23092,213792_s_at,23092,INSR
23093,213793_s_at,23093,HOMER1
23094,213794_s_at,23094,NGDN
23095,213795_s_at,23095,PTPRA
23096,213796_at,23096,SPRR1A
23097,213797_at,23097,RSAD2
23098,213798_s_at,23098,CAP1
23099,213799_s_at,23099,PTPRA
23100,213800_at,23100,CFH
23101,213801_x_at,23101,RPSAP19
23102,213802_at,23102,PRSS12
23103,213803_at,23103,KPNB1
23104,213804_at,23104,INPP5B
23105,213805_at,23105,ABHD5
23106,213806_at,23106,PURA
23107,213807_x_at,23107,MET
23108,213808_at,23108,ADAM23
23109,213809_x_at,23109,TCF3
23110,213810_s_at,23110,AKIRIN2
23111,213811_x_at,23111,TCF3
23112,213812_s_at,23112,CAMKK2
23113,213813_x_at,23113,213813_x_at
23114,213814_s_at,23114,SNTB2
23115,213815_x_at,23115,CACTIN
23116,213816_s_at,23116,MET
23117,213817_at,23117,IRAK3
23118,213818_x_at,23118,TMEM223
23119,213819_s_at,23119,FLOT1
23120,213820_s_at,23120,STARD5
23121,213821_s_at,23121,IDS
23122,213822_s_at,23122,UBE3B
23123,213823_at,23123,HOXA11
23124,213824_at,23124,OLIG2
23125,213825_at,23125,OLIG2
23126,213826_s_at,23126,H3F3A
23127,213827_at,23127,ARHGAP33
23128,213828_x_at,23128,H3F3AP4
23129,213829_x_at,23129,RTEL1
23130,213830_at,23130,YME1L1
23131,213831_at,23131,LOC100509457
23132,213832_at,23132,KCND3
23133,213833_x_at,23133,NOP16
23134,213834_at,23134,IQSEC3
23135,213835_x_at,23135,GTPBP3
23136,213836_s_at,23136,WIPI1
23137,213837_at,23137,L3MBTL1
23138,213838_at,23138,NOL7
23139,213839_at,23139,CLMN
23140,213840_s_at,23140,MRPS12
23141,213841_at,23141,TNR
23142,213842_x_at,23142,NSUN5P2
23143,213843_x_at,23143,SLC6A8
23144,213844_at,23144,HOXA5
23145,213845_at,23145,GRIK2
23146,213846_at,23146,COX7C
23147,213847_at,23147,PRPH
23148,213848_at,23148,DUSP7
23149,213849_s_at,23149,PPP2R2B
23150,213850_s_at,23150,SCAF11
23151,213851_at,23151,TMEM110
23152,213852_at,23152,RBM8A
23153,213853_at,23153,DNAJC24
23154,213854_at,23154,SYNGR1
23155,213855_s_at,23155,LIPE
23156,213856_at,23156,CD47
23157,213857_s_at,23157,CD47
23158,213858_at,23158,ZNF250
23159,213859_x_at,23159,SMARCA5
23160,213860_x_at,23160,CSNK1A1
23161,213861_s_at,23161,METTL21B
23162,213862_at,23162,213862_at
23163,213863_s_at,23163,OAZ3
23164,213864_s_at,23164,NAP1L1
23165,213865_at,23165,DCBLD2
23166,213866_at,23166,SAMD14
23167,213867_x_at,23167,ACTB
23168,213868_s_at,23168,DHRS7
23169,213869_x_at,23169,THY1
23170,213870_at,23170,COL11A2
23171,213871_s_at,23171,DNPH1
23172,213872_at,23172,BE465032
23173,213873_at,23173,ST3GAL6
23174,213874_at,23174,SERPINA4
23175,213875_x_at,23175,C6orf62
23176,213876_x_at,23176,ZRSR2
23177,213877_x_at,23177,TCEB2
23178,213878_at,23178,PYROXD1
23179,213879_at,23179,AV726646
23180,213880_at,23180,LGR5
23181,213881_x_at,23181,LOC101929087
23182,213882_at,23182,TM2D1
23183,213883_s_at,23183,TM2D1
23184,213884_s_at,23184,TRIM3
23185,213885_at,23185,TRIM3
23186,213887_s_at,23186,POLR2E
23187,213888_s_at,23187,TRAF3IP3
23188,213889_at,23188,PIGL
23189,213890_x_at,23189,RPS16
23190,213891_s_at,23190,TCF4
23191,213892_s_at,23191,APRT
23192,213893_x_at,23192,PMS2P9
23193,213894_at,23193,THSD7A
23194,213895_at,23194,EMP1
23195,213896_x_at,23195,FAM149B1
23196,213897_s_at,23196,MRPL23
23197,213898_at,23197,RBFOX2
23198,213899_at,23198,METAP2
23199,213900_at,23199,FAM189A2
23200,213901_x_at,23200,RBFOX2
23201,213902_at,23201,ASAH1
23202,213903_s_at,23202,CNOT9
23203,213904_at,23203,FRRS1L
23204,213905_x_at,23204,BGN
23205,213906_at,23205,MYBL1
23206,213907_at,23206,EEF1E1
23207,213908_at,23207,WHAMMP2
23208,213909_at,23208,LRRC15
23209,213910_at,23209,IGFBP7
23210,213911_s_at,23210,H2AFZ
23211,213912_at,23211,TBC1D30
23212,213913_s_at,23212,TBC1D30
23213,213914_s_at,23213,SPTBN1
23214,213915_at,23214,NKG7
23215,213916_at,23215,ZNF625-ZNF20
23216,213917_at,23216,PAX8
23217,213918_s_at,23217,NIPBL
23218,213919_at,23218,DNAJC4
23219,213920_at,23219,CUX2
23220,213921_at,23220,SST
23221,213922_at,23221,TTBK2
23222,213923_at,23222,RAP2B
23223,213924_at,23223,GNAL
23224,213925_at,23224,STUM
23225,213926_s_at,23225,AGFG1
23226,213927_at,23226,MAP3K9
23227,213928_s_at,23227,AGFG1
23228,213929_at,23228,EXPH5
23229,213930_at,23229,ATG12
23230,213931_at,23230,ID2B
23231,213932_x_at,23231,HLA-A
23232,213933_at,23232,PTGER3
23233,213934_s_at,23233,ZNF23
23234,213935_at,23234,ABHD5
23235,213936_x_at,23235,SFTPB
23236,213937_s_at,23236,FTSJ1
23237,213938_at,23237,ERC2
23238,213939_s_at,23238,RUFY3
23239,213940_s_at,23239,FNBP1
23240,213941_x_at,23240,RPS7
23241,213942_at,23241,MEGF6
23242,213943_at,23242,TWIST1
23243,213944_x_at,23243,GNA11
23244,213945_s_at,23244,NUP210
23245,213946_s_at,23245,OBSL1
23246,213947_s_at,23246,NUP210
23247,213948_x_at,23247,CADM3
23248,213949_s_at,23248,DOHH
23249,213950_s_at,23249,PPP3CC
23250,213951_s_at,23250,PSMC3IP
23251,213952_s_at,23251,ALOX5
23252,213953_at,23252,KRT20
23253,213954_at,23253,FAM169A
23254,213955_at,23254,MYOZ3
23255,213956_at,23255,CEP350
23256,213957_s_at,23256,CEP350
23257,213958_at,23257,CD6
23258,213959_s_at,23258,RPGRIP1L
23259,213960_at,23259,NTRK3
23260,213961_s_at,23260,TAF6L
23261,213962_s_at,23261,ANKLE2
23262,213963_s_at,23262,SAP30
23263,213964_x_at,23263,RPARP-AS1
23264,213965_s_at,23264,CHD5
23265,213966_at,23265,HMG20B
23266,213967_at,23266,RALYL
23267,213968_at,23267,213968_at
23268,213969_x_at,23268,RPL29
23269,213970_at,23269,RABL3
23270,213971_s_at,23270,SUZ12P1
23271,213972_at,23271,213972_at
23272,213973_at,23272,RRBP1
23273,213974_at,23273,ADAMTSL3
23274,213975_s_at,23274,LYZ
23275,213976_at,23275,CIZ1
23276,213977_s_at,23276,CIZ1
23277,213978_at,23277,MTSS1L
23278,213979_s_at,23278,BF984434
23279,213980_s_at,23279,CTBP1
23280,213981_at,23280,COMT
23281,213982_s_at,23281,RABGAP1L
23282,213983_s_at,23282,PDS5A
23283,213984_at,23283,PDS5A
23284,213985_s_at,23284,TMEM259
23285,213986_s_at,23285,TMEM259
23286,213987_s_at,23286,CDK13
23287,213988_s_at,23287,SAT1
23288,213989_x_at,23288,SETD4
23289,213990_s_at,23289,PAK5
23290,213991_s_at,23290,HS3ST1
23291,213992_at,23291,COL4A6
23292,213993_at,23292,SPON1
23293,213994_s_at,23293,SPON1
23294,213995_at,23294,ATP5S
23295,213996_at,23295,YPEL1
23296,213997_at,23296,FAM189A1
23297,213998_s_at,23297,DDX17
23298,213999_at,23298,YIPF4
23299,214000_s_at,23299,RGS10
23300,214001_x_at,23300,RPS10
23301,214002_at,23301,MYL6
23302,214003_x_at,23302,SNORD54
23303,214004_s_at,23303,VGLL4
23304,214005_at,23304,GGCX
23305,214006_s_at,23305,GGCX
23306,214007_s_at,23306,TWF1
23307,214008_at,23307,TWF1
23308,214009_at,23308,MSL3
23309,214010_s_at,23309,ATP9B
23310,214011_s_at,23310,NOP16
23311,214012_at,23311,ERAP1
23312,214013_s_at,23312,TBC1D1
23313,214014_at,23313,CDC42EP2
23314,214015_at,23314,SOCS7
23315,214016_s_at,23315,SFPQ
23316,214017_s_at,23316,DHX34
23317,214018_at,23317,GRIP1
23318,214019_at,23318,Z23022
23319,214020_x_at,23319,ITGB5
23320,214021_x_at,23320,ITGB5
23321,214022_s_at,23321,IFITM1
23322,214023_x_at,23322,TUBB2B
23323,214024_s_at,23323,DGCR6L
23324,214025_at,23324,DDX28
23325,214026_s_at,23325,SPRED2
23326,214027_x_at,23326,SUPT20H
23327,214028_x_at,23327,TDRD3
23328,214029_at,23328,SLC25A42
23329,214030_at,23329,CRYBG3
23330,214031_s_at,23330,KRT7
23331,214032_at,23331,ZAP70
23332,214033_at,23332,LOC101930322
23333,214034_at,23333,ERAP1
23334,214035_x_at,23334,AA308853
23335,214036_at,23335,EFNA5
23336,214037_s_at,23336,CCDC22
23337,214038_at,23337,CCL8
23338,214039_s_at,23338,LAPTM4B
23339,214040_s_at,23339,GSN
23340,214041_x_at,23340,RPL37A
23341,214042_s_at,23341,RPL22
23342,214043_at,23342,PTPRD
23343,214044_at,23343,RYR2
23344,214045_at,23344,LIAS
23345,214046_at,23345,FUT9
23346,214047_s_at,23346,MBD4
23347,214048_at,23347,MBD4
23348,214049_x_at,23348,CD7
23349,214050_at,23349,CGGBP1
23350,214051_at,23350,TMSB15B
23351,214052_x_at,23351,PRRC2C
23352,214053_at,23352,ERBB4
23353,214054_at,23353,DOK2
23354,214055_x_at,23354,PRRC2C
23355,214056_at,23355,MCL1
23356,214057_at,23356,MCL1
23357,214058_at,23357,MYCL
23358,214059_at,23358,IFI44
23359,214060_at,23359,SSBP1
23360,214061_at,23360,TBC1D31
23361,214062_x_at,23361,NFKBIB
23362,214063_s_at,23362,TF
23363,214064_at,23363,TF
23364,214065_s_at,23364,CIB2
23365,214066_x_at,23365,NPR2
23366,214067_at,23366,TSR3
23367,214068_at,23367,BEAN1
23368,214069_at,23368,ACSM2B
23369,214070_s_at,23369,ATP10B
23370,214071_at,23370,GNAL
23371,214072_x_at,23371,NENF
23372,214073_at,23372,CTTN
23373,214074_s_at,23373,CTTN
23374,214075_at,23374,NENF
23375,214076_at,23375,GFOD2
23376,214077_x_at,23376,MEIS3P1
23377,214078_at,23377,PAK3
23378,214079_at,23378,DHRS2
23379,214080_x_at,23379,PRKCSH
23380,214081_at,23380,PLXDC1
23381,214082_at,23381,CA5B
23382,214083_at,23382,PPP2R5C
23383,214084_x_at,23383,NCF1
23384,214085_x_at,23384,GLIPR1
23385,214086_s_at,23385,PARP2
23386,214087_s_at,23386,MYBPC1
23387,214088_s_at,23387,FUT3
23388,214089_at,23388,RPS8
23389,214090_at,23389,PAWR
23390,214091_s_at,23390,GPX3
23391,214092_x_at,23391,SUGP2
23392,214093_s_at,23392,FUBP1
23393,214094_at,23393,FUBP1
23394,214095_at,23394,SHMT2
23395,214096_s_at,23395,SHMT2
23396,214097_at,23396,RPS21
23397,214098_at,23397,KIAA1107
23398,214099_s_at,23398,LOC101930416
23399,214100_x_at,23399,NSUN5P1
23400,214101_s_at,23400,NPEPPS
23401,214102_at,23401,214102_at
23402,214103_s_at,23402,RAP2A
23403,214104_at,23403,GPR161
23404,214105_at,23404,SOCS3
23405,214106_s_at,23405,GMDS
23406,214107_x_at,23406,LOC440434
23407,214108_at,23407,MAX
23408,214109_at,23408,LRBA
23409,214110_s_at,23409,LOC654342
23410,214111_at,23410,OPCML
23411,214112_s_at,23411,CXorf40B
23412,214113_s_at,23412,RBM8A
23413,214114_x_at,23413,FASTK
23414,214115_at,23414,VAMP5
23415,214116_at,23415,BTD
23416,214117_s_at,23416,BTD
23417,214118_x_at,23417,PCM1
23418,214119_s_at,23418,LOC101929368
23419,214120_at,23419,RFPL1S
23420,214121_x_at,23420,PDLIM7
23421,214122_at,23421,PDLIM7
23422,214123_s_at,23422,NOP14-AS1
23423,214124_x_at,23423,FGFR1OP
23424,214125_s_at,23424,NENF
23425,214126_at,23425,N39314
23426,214127_s_at,23426,SRRT
23427,214128_at,23427,DAGLA
23428,214129_at,23428,LOC101930416
23429,214130_s_at,23429,LOC101930416
23430,214131_at,23430,TXLNGY
23431,214132_at,23431,ATP5C1
23432,214133_at,23432,MUC6
23433,214134_at,23433,KIAA1211L
23434,214135_at,23434,CLDN18
23435,214136_at,23435,NUDT13
23436,214137_at,23436,PTPRJ
23437,214138_at,23437,ZNF79
23438,214139_at,23438,ARID4B
23439,214140_at,23439,SLC25A16
23440,214141_x_at,23440,SRSF7
23441,214142_at,23441,ZG16
23442,214143_x_at,23442,RPL24
23443,214144_at,23443,POLR2D
23444,214145_s_at,23444,SPTB
23445,214146_s_at,23445,PPBP
23446,214147_at,23446,MROH7
23447,214148_at,23447,LOC100507424
23448,214149_s_at,23448,ATP6V0E1
23449,214150_x_at,23449,ATP6V0E1
23450,214151_s_at,23450,DYX1C1-CCPG1
23451,214152_at,23451,DYX1C1-CCPG1
23452,214153_at,23452,ELOVL5
23453,214154_s_at,23453,PKP2
23454,214155_s_at,23454,LARP4
23455,214156_at,23455,MYRIP
23456,214157_at,23456,GNAS
23457,214158_s_at,23457,PRDM10
23458,214159_at,23458,PLCE1
23459,214160_at,23459,214160_at
23460,214161_at,23460,OSGIN2
23461,214162_at,23461,ASXL3
23462,214163_at,23462,HSPB11
23463,214164_x_at,23463,CA12
23464,214165_s_at,23464,HS6ST1
23465,214166_at,23465,SDHB
23466,214167_s_at,23466,RPLP0
23467,214168_s_at,23467,TJP1
23468,214169_at,23468,SUN1
23469,214170_x_at,23469,FH
23470,214171_s_at,23470,U2AF2
23471,214172_x_at,23471,RYK
23472,214173_x_at,23472,URI1
23473,214174_s_at,23473,PDLIM4
23474,214175_x_at,23474,PDLIM4
23475,214176_s_at,23475,PBXIP1
23476,214177_s_at,23476,PBXIP1
23477,214178_s_at,23477,SOX2
23478,214179_s_at,23478,NFE2L1
23479,214180_at,23479,MAN1C1
23480,214181_x_at,23480,LST1
23481,214182_at,23481,AA243143
23482,214183_s_at,23482,TKTL1
23483,214184_at,23483,NPFF
23484,214185_at,23484,KHDRBS1
23485,214186_s_at,23485,HCG26
23486,214187_x_at,23486,CTDSPL
23487,214188_at,23487,214188_at
23488,214189_s_at,23488,GGA2
23489,214190_x_at,23489,GGA2
23490,214191_at,23490,ICA1
23491,214192_at,23491,NUP88
23492,214193_s_at,23492,DIEXF
23493,214194_at,23493,DIS3
23494,214195_at,23494,TPP1
23495,214196_s_at,23495,TPP1
23496,214197_s_at,23496,SETDB1
23497,214198_s_at,23497,DGCR2
23498,214199_at,23498,SFTPD
23499,214200_s_at,23499,COL6A1
23500,214201_x_at,23500,PRRC2A
23501,214202_at,23501,214202_at
23502,214203_s_at,23502,LOC102724788
23503,214204_at,23503,PACRG
23504,214205_x_at,23504,GLRX3
23505,214206_at,23505,PPIL6
23506,214207_s_at,23506,CARD10
23507,214208_at,23507,KLHL35
23508,214209_s_at,23508,ABCB9
23509,214210_at,23509,SLC25A17
23510,214211_at,23510,FTH1
23511,214212_x_at,23511,FERMT2
23512,214213_x_at,23512,LMNA
23513,214214_s_at,23513,C1QBP
23514,214215_s_at,23514,LARP4B
23515,214216_s_at,23515,LARP4B
23516,214217_at,23516,GRM5
23517,214218_s_at,23517,XIST
23518,214219_x_at,23518,MAP4K1
23519,214220_s_at,23519,ALMS1
23520,214221_at,23520,ALMS1
23521,214222_at,23521,DNAH7
23522,214223_at,23522,PTP4A3
23523,214224_s_at,23523,PIN4
23524,214225_at,23524,PIN4
23525,214226_at,23525,PRSS53
23526,214227_at,23526,214227_at
23527,214228_x_at,23527,TNFRSF4
23528,214229_at,23528,DNAH17
23529,214230_at,23529,CDC42
23530,214231_s_at,23530,VWA8
23531,214232_at,23531,ABCF2
23532,214233_at,23532,GGA2
23533,214234_s_at,23533,CYP3A5
23534,214235_at,23534,CYP3A5
23535,214236_at,23535,214236_at
23536,214237_x_at,23536,PAWR
23537,214238_at,23537,AI093572
23538,214239_x_at,23538,PCGF2
23539,214240_at,23539,GAL
23540,214241_at,23540,NDUFB8
23541,214242_at,23541,MAN1A2
23542,214243_s_at,23542,SERHL2
23543,214244_s_at,23543,ATP6V0E1
23544,214245_at,23544,RPS14
23545,214246_x_at,23545,MINK1
23546,214247_s_at,23546,DKK3
23547,214248_s_at,23547,TRIM2
23548,214249_at,23548,TRIM2
23549,214250_at,23549,NUMA1
23550,214251_s_at,23550,NUMA1
23551,214252_s_at,23551,CLN5
23552,214253_s_at,23552,DTNB
23553,214254_at,23553,MAGEA4
23554,214255_at,23554,ATP10A
23555,214256_at,23555,ATP10A
23556,214257_s_at,23556,SEC22B
23557,214258_x_at,23557,KAT5
23558,214259_s_at,23558,AKR7A2
23559,214260_at,23559,COPS8
23560,214261_s_at,23560,ADH6
23561,214262_at,23561,MIR6875
23562,214263_x_at,23562,POLR2C
23563,214264_s_at,23563,EFCAB11
23564,214265_at,23564,ITGA8
23565,214266_s_at,23565,PDLIM7
23566,214267_s_at,23566,CADM4
23567,214268_s_at,23567,MTMR4
23568,214269_at,23568,MFSD7
23569,214270_s_at,23569,MAPRE3
23570,214271_x_at,23570,RPL12
23571,214272_at,23571,CYLD
23572,214273_x_at,23572,NPRL3
23573,214274_s_at,23573,ACAA1
23574,214275_at,23574,MED12
23575,214276_at,23575,KLF12
23576,214277_at,23576,COX11
23577,214278_s_at,23577,NDRG2
23578,214279_s_at,23578,NDRG2
23579,214280_x_at,23579,HNRNPA1
