,ID_REF,PROBE_ID,IDENTIFIER
1809,1554763_at,1809,UBE2DNL
1810,1554764_a_at,1810,LINC00301
1811,1554765_a_at,1811,LINC00301
1812,1554766_s_at,1812,BC018440
1813,1554767_s_at,1813,CRYZL1
1814,1554768_a_at,1814,MAD2L1
1815,1554769_at,1815,ZNF785
1816,1554770_x_at,1816,ZNF785
1817,1554771_at,1817,BC008846
1818,1554772_at,1818,EFCAB13
1819,1554773_at,1819,WFIKKN2
1820,1554774_at,1820,MINA
1821,1554776_at,1821,ZFP42
1822,1554777_at,1822,ZFP42
1823,1554778_at,1823,PHLDB2
1824,1554779_s_at,1824,PHLDB2
1825,1554780_a_at,1825,PHTF2
1826,1554781_at,1826,MGC32805
1827,1554782_at,1827,KLHL30-AS1
1828,1554783_s_at,1828,ARHGEF2
1829,1554784_at,1829,CNTN1
1830,1554785_at,1830,CCDC82
1831,1554786_at,1831,CASS4
1832,1554787_at,1832,STKLD1
1833,1554789_a_at,1833,PDE8B
1834,1554790_at,1834,ZSCAN20
1835,1554791_a_at,1835,KANSL1L
1836,1554793_at,1836,UBE3C
1837,1554794_a_at,1837,UBE3C
1838,1554795_a_at,1838,FBLIM1
1839,1554796_at,1839,DPP6
1840,1554797_at,1840,SYT16
1841,1554798_at,1841,SNED1
1842,1554800_at,1842,RAB39A
1843,1554801_at,1843,FNDC9
1844,1554803_s_at,1844,TRIM72
1845,1554804_a_at,1845,CLDN19
1846,1554805_at,1846,CLDN19
1847,1554806_a_at,1847,FBXO8
1848,1554807_a_at,1848,SPIRE1
1849,1554808_at,1849,ACP1
1850,1554809_at,1850,LOC389199
1851,1554810_at,1851,PLA2G4C
1852,1554812_at,1852,CLDN20
1853,1554813_at,1853,BC009340
1854,1554814_at,1854,UBE2O
1855,1554816_at,1855,ASTN2
1856,1554818_s_at,1856,DZANK1
1857,1554819_a_at,1857,ITGA11
1858,1554820_at,1858,AGBL3
1859,1554821_a_at,1859,ZBED1
1860,1554822_at,1860,PHTF2
1861,1554824_at,1861,ZNF585A
1862,1554825_at,1862,BC033184
1863,1554826_at,1863,CDK15
1864,1554827_a_at,1864,ADCY7
1865,1554828_at,1865,PDGFRA
1866,1554830_a_at,1866,STEAP3
1867,1554831_x_at,1867,ALS2CR11
1868,1554833_at,1868,MCTP2
1869,1554834_a_at,1869,RASSF5
1870,1554835_a_at,1870,B3GNT5
1871,1554836_at,1871,USP36
1872,1554837_a_at,1872,CYP4A22
1873,1554839_at,1873,CIDECP
1874,1554840_at,1874,LOC280665
1875,1554841_at,1875,MTHFD2L
1876,1554842_at,1876,SLC12A1
1877,1554844_at,1877,EYA3
1878,1554846_at,1878,CCDC158
1879,1554847_at,1879,ATP6V1B1
1880,1554849_at,1880,TOR1A
1881,1554850_at,1881,VWA5B2
1882,1554852_a_at,1882,KIAA1257
1883,1554853_at,1883,CYP2U1
1884,1554855_at,1884,PARK2
1885,1554857_at,1885,ELMO2
1886,1554860_at,1886,PTPN7
1887,1554862_at,1887,CMAHP
1888,1554863_s_at,1888,DOK5
1889,1554864_a_at,1889,SDC3
1890,1554865_at,1890,BC016673
1891,1554866_at,1891,TMEM135
1892,1554867_a_at,1892,PRR16
1893,1554868_s_at,1893,PCNP
1894,1554869_at,1894,WDR37
1895,1554871_at,1895,BC031228
1896,1554872_a_at,1896,HMGCLL1
1897,1554873_at,1897,CSPP1
1898,1554874_at,1898,MITF
1899,1554875_at,1899,CAMKMT
1900,1554876_a_at,1900,S100Z
1901,1554878_a_at,1901,ABCD3
1902,1554880_at,1902,DKFZP434K028
1903,1554882_at,1903,ERCC8
1904,1554883_a_at,1904,ERCC8
1905,1554884_at,1905,PRIM2B
1906,1554885_a_at,1906,PRIM2B
1907,1554886_a_at,1907,MLXIP
1908,1554887_at,1908,LOC101927746
1909,1554889_at,1909,TIA1
1910,1554890_a_at,1910,TIA1
1911,1554891_at,1911,LINC01580
1912,1554892_a_at,1912,MS4A3
1913,1554894_a_at,1913,PCBD2
1914,1554895_a_at,1914,RHBDL2
1915,1554897_s_at,1915,RHBDL2
1916,1554899_s_at,1916,FCER1G
1917,1554901_at,1917,GAFA1
1918,1554903_at,1918,FRMD8
1919,1554905_x_at,1919,FRMD8
1920,1554906_a_at,1920,MPHOSPH6
1921,1554907_a_at,1921,LOC101930373
1922,1554908_at,1922,HYDIN
1923,1554909_at,1923,CCDC36
1924,1554910_at,1924,PRKD3
1925,1554911_at,1925,ABCC11
1926,1554912_at,1926,ESYT3
1927,1554914_at,1927,PLA2G4D
1928,1554915_a_at,1928,PDE12
1929,1554916_a_at,1929,JRK
1930,1554918_a_at,1930,ABCC4
1931,1554919_s_at,1931,CFAP69
1932,1554920_at,1932,SCEL
1933,1554921_a_at,1933,SCEL
1934,1554922_at,1934,ZNF678
1935,1554923_at,1935,ANKS6
1936,1554927_at,1936,LINC00598
1937,1554929_at,1937,SIK3
1938,1554930_a_at,1938,FUT8
1939,1554931_at,1939,CYP4A22
1940,1554932_at,1940,ZSWIM2
1941,1554933_at,1941,PSIP1
1942,1554934_at,1942,RCBTB1
1943,1554937_x_at,1943,EXOC3L1
1944,1554938_a_at,1944,ACOT11
1945,1554940_a_at,1945,LOC388882
1946,1554941_at,1946,KLHL14
1947,1554942_a_at,1947,KLHL14
1948,1554943_at,1948,VIL1
1949,1554945_x_at,1949,VIL1
1950,1554946_at,1950,LINC01234
1951,1554947_at,1951,ACAT1
1952,1554948_at,1952,BC034024
1953,1554949_at,1953,LOC554174
1954,1554950_at,1954,ACAN
1955,1554951_at,1955,1554951_at
1956,1554952_s_at,1956,NLRP12
1957,1554953_a_at,1957,TSPEAR-AS2
1958,1554954_at,1958,TSPEAR-AS2
1959,1554957_at,1959,LOC101928921
1960,1554958_at,1960,ZNF641
1961,1554960_at,1961,CCDC190
1962,1554961_at,1962,FGFR4
1963,1554962_a_at,1963,FGFR4
1964,1554963_at,1964,1554963_at
1965,1554964_x_at,1965,1554964_x_at
1966,1554965_at,1966,FILIP1L
1967,1554966_a_at,1967,FILIP1L
1968,1554967_at,1968,DIP2A
1969,1554969_x_at,1969,DIP2A
1970,1554970_at,1970,PDILT
1971,1554971_at,1971,OK/SW-CL.58
1972,1554972_at,1972,BC024651
1973,1554973_a_at,1973,ZBTB26
1974,1554974_at,1974,ACY3
1975,1554976_a_at,1975,LINC00051
1976,1554977_at,1976,LKAAEAR1
1977,1554978_at,1977,ERICH1-AS1
1978,1554980_a_at,1978,ATF3
1979,1554981_at,1979,EQTN
1980,1554982_a_at,1980,EQTN
1981,1554983_at,1981,LINC00317
1982,1554984_a_at,1982,HLA-DOB
1983,1554985_at,1983,ZNF396
1984,1554986_a_at,1984,SNX19
1985,1554987_at,1985,GOLGA3
1986,1554988_at,1986,SLC9C2
1987,1554989_at,1987,AREL1
1988,1554992_at,1988,RASGRF1
1989,1554994_at,1989,RAG1
1990,1554996_at,1990,ZNF733P
1991,1554997_a_at,1991,PTGS2
1992,1554999_at,1992,RASGEF1B
1993,1555000_at,1993,OK/SW-CL.36
1994,1555001_at,1994,IQCF1
1995,1555002_at,1995,LOC403312
1996,1555003_at,1996,RBL1
1997,1555004_a_at,1997,RBL1
1998,1555006_at,1998,WDR66
1999,1555007_s_at,1999,WDR66
2000,1555009_a_at,2000,SYNJ2
2001,1555011_at,2001,ZFYVE16
2002,1555014_x_at,2002,AB062488
2003,1555015_a_at,2003,ZNF398
2004,1555016_at,2004,IL16
2005,1555018_at,2005,OR2C3
2006,1555019_at,2006,CDHR1
2007,1555020_a_at,2007,ARHGAP20
2008,1555021_a_at,2008,SCARF1
2009,1555022_at,2009,RGS12
2010,1555024_at,2010,ADAM22
2011,1555025_at,2011,TMEM26
2012,1555027_at,2012,LOC101927705
2013,1555028_at,2013,BRD3
2014,1555031_at,2014,AY032980
2015,1555032_at,2015,RGS12
2016,1555033_a_at,2016,RGS12
2017,1555034_at,2017,CLRN1
2018,1555035_a_at,2018,CLRN1
2019,1555037_a_at,2019,IDH1
2020,1555038_at,2020,EPB41L4A
2021,1555039_a_at,2021,ABCC4
2022,1555040_at,2022,LINC00612
2023,1555041_a_at,2023,NAGA
2024,1555042_at,2024,TRPV5
2025,1555043_at,2025,LHFPL5
2026,1555044_a_at,2026,KLHL40
2027,1555046_at,2027,CENPI
2028,1555048_a_at,2028,TSPEAR
2029,1555049_at,2029,TSPEAR
2030,1555051_at,2030,C10orf53
2031,1555052_a_at,2031,SYT9
2032,1555053_at,2032,SYT9
2033,1555055_at,2033,AVL9
2034,1555056_at,2034,CCNG2
2035,1555057_at,2035,NDUFS4
2036,1555058_a_at,2036,LPGAT1
2037,1555059_at,2037,1555059_at
2038,1555060_a_at,2038,IKZF2
2039,1555062_s_at,2039,GTPBP3
2040,1555063_at,2040,USP32
2041,1555065_x_at,2041,USP32
2042,1555068_at,2042,WNK1
2043,1555071_at,2043,TLL1
2044,1555073_at,2044,MGC40069
2045,1555074_a_at,2045,KCNH5
2046,1555076_at,2046,ARHGAP25
2047,1555078_at,2047,ZNF843
2048,1555079_at,2048,SPATA6L
2049,1555082_a_at,2049,NEK11
2050,1555083_at,2050,RPL13AP17
2051,1555084_at,2051,1555084_at
2052,1555085_at,2052,LOC101928751
2053,1555086_at,2053,STAT5B
2054,1555088_x_at,2054,STAT5B
2055,1555090_x_at,2055,TMEM182
2056,1555091_at,2056,PPM1F
2057,1555092_at,2057,VASH2
2058,1555095_at,2058,LINC01558
2059,1555096_at,2059,STPG2
2060,1555097_a_at,2060,PTGFR
2061,1555098_a_at,2061,CACNB2
2062,1555099_at,2062,MPP4
2063,1555100_at,2063,APLF
2064,1555102_at,2064,FGF7
2065,1555103_s_at,2065,FGF7
2066,1555105_a_at,2066,MIER1
2067,1555106_a_at,2067,CTDSPL2
2068,1555107_a_at,2068,UVSSA
2069,1555108_at,2069,SLC10A7
2070,1555110_a_at,2070,KLHL3
2071,1555111_at,2071,CCDC181
2072,1555112_a_at,2072,CCDC181
2073,1555113_at,2073,PARD3B
2074,1555114_at,2074,ATP6V0A2
2075,1555116_s_at,2075,SLC11A1
2076,1555117_at,2076,BC008618
2077,1555118_at,2077,ENTPD3
2078,1555120_at,2078,CD96
2079,1555122_at,2079,ADGRA3
2080,1555123_at,2080,ST6GAL2
2081,1555124_at,2081,LINC01126
2082,1555125_at,2082,PAXBP1
2083,1555127_at,2083,MOCS1
2084,1555129_at,2084,1555129_at
2085,1555130_at,2085,PER3
2086,1555131_a_at,2086,PER3
2087,1555132_at,2087,LOC101928787
2088,1555133_at,2088,FAM9A
2089,1555135_at,2089,BC009051
2090,1555136_at,2090,FGD6
2091,1555137_a_at,2091,FGD6
2092,1555139_a_at,2092,OTUD7B
2093,1555140_a_at,2093,BCL2L2
2094,1555141_a_at,2094,LOC101929373
2095,1555142_at,2095,LOC101929373
2096,1555144_at,2096,ARL17B
2097,1555145_at,2097,CCSAP
2098,1555146_at,2098,ATF2
2099,1555148_a_at,2099,M1AP
2100,1555151_s_at,2100,TDH
2101,1555153_s_at,2101,FCHO2
2102,1555154_a_at,2102,QKI
2103,1555155_at,2103,MLLT6
2104,1555157_at,2104,1555157_at
2105,1555158_at,2105,BC027465
2106,1555159_at,2106,TMEM74
2107,1555162_at,2107,PRR5-ARHGAP8
2108,1555163_at,2108,1555163_at
2109,1555164_at,2109,KIF26B
2110,1555165_a_at,2110,PGPEP1
2111,1555166_a_at,2111,ZNF396
2112,1555167_s_at,2112,NAMPT
2113,1555168_a_at,2113,CALN1
2114,1555169_at,2114,LIG3
2115,1555171_at,2115,ST3GAL3
2116,1555173_at,2116,STX19
2117,1555174_at,2117,BC009366
2118,1555175_a_at,2118,PBLD
2119,1555176_at,2119,1555176_at
2120,1555177_at,2120,PRKAA1
2121,1555179_at,2121,IGHV7-81
2122,1555180_at,2122,LOC100132686
2123,1555181_a_at,2123,ST3GAL3
2124,1555183_at,2124,TERF2
2125,1555185_x_at,2125,TERF2
2126,1555186_at,2126,AY008263
2127,1555187_at,2127,LINC00508
2128,1555188_at,2128,MTUS2-AS1
2129,1555189_a_at,2129,TAT
2130,1555191_a_at,2130,FHL5
2131,1555192_at,2131,ZNF277
2132,1555193_a_at,2132,ZNF277
2133,1555194_at,2133,BC012036
2134,1555195_at,2134,FBXO36
2135,1555196_at,2135,LINC00421
2136,1555197_a_at,2136,C21orf58
2137,1555198_x_at,2137,C21orf58
2138,1555199_at,2138,GOSR1
2139,1555201_a_at,2139,RMND1
2140,1555202_a_at,2140,RPRD1A
2141,1555203_s_at,2141,SLC44A4
2142,1555204_at,2142,1555204_at
2143,1555205_at,2143,1555205_at
2144,1555206_at,2144,LOC100287210
2145,1555209_at,2145,LOC439951
2146,1555210_at,2146,DTWD1
2147,1555212_at,2147,OR8B8
2148,1555213_a_at,2148,CLEC7A
2149,1555214_a_at,2149,CLEC7A
2150,1555215_a_at,2150,HRH3
2151,1555216_a_at,2151,LOC101060604
2152,1555217_at,2152,UBE2W
2153,1555219_at,2153,RGR
2154,1555220_a_at,2154,AKR1E2
2155,1555221_at,2155,LOC101927122
2156,1555222_a_at,2156,LOC101927122
2157,1555224_at,2157,CCDC148-AS1
2158,1555225_at,2158,C1orf43
2159,1555226_s_at,2159,C1orf43
2160,1555227_a_at,2160,MANEA
2161,1555229_a_at,2161,C1S
2162,1555230_a_at,2162,KCNIP2
2163,1555231_a_at,2163,B3GALT5-AS1
2164,1555233_at,2164,RHOJ
2165,1555234_a_at,2165,RHOJ
2166,1555235_s_at,2166,IQCF3
2167,1555236_a_at,2167,PGC
2168,1555237_at,2168,BC011942
2169,1555238_at,2169,PTH2
2170,1555240_s_at,2170,GNG12
2171,1555241_at,2171,C8orf59
2172,1555243_x_at,2172,C8orf59
2173,1555244_at,2173,LOC554207
2174,1555245_s_at,2174,RP1L1
2175,1555246_a_at,2175,SCN1A
2176,1555247_a_at,2176,RAPGEF6
2177,1555248_a_at,2177,WNK3
2178,1555250_a_at,2178,CPEB3
2179,1555251_a_at,2179,OTOF
2180,1555252_a_at,2180,TRPM3
2181,1555253_at,2181,COL25A1
2182,1555255_a_at,2182,PPIP5K1
2183,1555256_at,2183,EVC2
2184,1555257_a_at,2184,MYO3B
2185,1555259_at,2185,ZAK
2186,1555261_at,2186,AL832319
2187,1555262_a_at,2187,MAGI1
2188,1555263_at,2188,AY064415
2189,1555264_a_at,2189,LINC00598
2190,1555265_at,2190,ABCC13
2191,1555266_a_at,2191,ASXL2
2192,1555267_at,2192,GRID1
2193,1555268_a_at,2193,GRID1
2194,1555269_a_at,2194,ANO1
2195,1555270_a_at,2195,WFS1
2196,1555271_a_at,2196,TERT
2197,1555272_at,2197,RSPH10B2
2198,1555273_at,2198,GALNTL6
2199,1555274_a_at,2199,EPT1
2200,1555275_a_at,2200,KLHL6
2201,1555277_a_at,2201,SLC4A5
2202,1555278_a_at,2202,CKAP5
2203,1555279_at,2203,ARMC8
2204,1555281_x_at,2204,ARMC8
2205,1555282_a_at,2205,PPARGC1B
2206,1555284_at,2206,ALS2
2207,1555286_at,2207,CDKL1
2208,1555288_s_at,2208,FBF1
2209,1555289_at,2209,SEC16B
2210,1555291_at,2210,TRPV3
2211,1555292_at,2211,STRIP2
2212,1555294_a_at,2212,ERC1
2213,1555298_a_at,2213,VWA3B
2214,1555299_s_at,2214,ERVW-1
2215,1555300_a_at,2215,MED12L
2216,1555301_a_at,2216,DIP2A
2217,1555303_at,2217,AB062477
2218,1555304_a_at,2218,KCNH5
2219,1555305_at,2219,FOXJ2
2220,1555306_a_at,2220,ECE2
2221,1555307_at,2221,TTF2
2222,1555308_at,2222,CARD14
2223,1555309_a_at,2223,CARD14
2224,1555310_a_at,2224,PAK6
2225,1555311_at,2225,AF125104
2226,1555313_a_at,2226,MCF2
2227,1555314_at,2227,WDR19
2228,1555315_a_at,2228,MAK
2229,1555316_a_at,2229,KCNH7
2230,1555317_at,2230,POLK
2231,1555318_at,2231,HIF3A
2232,1555319_at,2232,STAB1
2233,1555320_a_at,2233,STAB1
2234,1555321_at,2234,ACOT11
2235,1555322_at,2235,PP2672
2236,1555323_at,2236,ABCB9
2237,1555324_at,2237,PTK7
2238,1555325_s_at,2238,ZNF26
2239,1555326_a_at,2239,ADAM9
2240,1555330_at,2240,GCLC
2241,1555332_at,2241,TPH2
2242,1555334_s_at,2242,SLC30A5
2243,1555335_at,2243,ITGA9
2244,1555336_a_at,2244,ITGA9
2245,1555337_a_at,2245,ZNF317
2246,1555338_s_at,2246,AQP10
2247,1555339_at,2247,RAP1A
2248,1555340_x_at,2248,RAP1A
2249,1555341_at,2249,UNC5C
2250,1555342_a_at,2250,UNC5C
2251,1555343_at,2251,MEGF10
2252,1555344_at,2252,BC017739
2253,1555345_at,2253,SLC38A4
2254,1555346_at,2254,CDC20B
2255,1555347_at,2255,PDXDC1
2256,1555348_at,2256,TFAP2E
2257,1555349_a_at,2257,ITGB2
2258,1555350_at,2258,PPHLN1
2259,1555351_s_at,2259,PPHLN1
2260,1555352_at,2260,FOXP2
2261,1555353_at,2261,LRP1
2262,1555355_a_at,2262,ETS1
2263,1555356_a_at,2263,SCML4
2264,1555357_at,2264,DDX53
2265,1555358_a_at,2265,ENTPD4
2266,1555359_at,2266,PIGQ
2267,1555360_a_at,2267,DNAJC11
2268,1555363_s_at,2268,LINC00663
2269,1555364_at,2269,C11orf58
2270,1555365_x_at,2270,C11orf58
2271,1555366_at,2271,NSAP11
2272,1555367_at,2272,LOC285902
2273,1555368_x_at,2273,LOC285902
2274,1555369_at,2274,BAGE
2275,1555370_a_at,2275,CAMTA1
2276,1555371_at,2276,ABCB5
2277,1555372_at,2277,BCL2L11
2278,1555373_at,2278,AF304443
2279,1555374_at,2279,TTL
2280,1555375_at,2280,GRIK2
2281,1555377_at,2281,OR4D2
2282,1555378_at,2282,DBF4B
2283,1555379_at,2283,FAM159A
2284,1555380_at,2284,ADAMTS4
2285,1555382_at,2285,POF1B
2286,1555383_a_at,2286,POF1B
2287,1555384_a_at,2287,LARP4
2288,1555385_at,2288,B4GALNT1
2289,1555387_at,2289,UBA1
2290,1555388_s_at,2290,SNX25
2291,1555390_at,2291,NOP9
2292,1555391_a_at,2292,CARF
2293,1555392_at,2293,AY143171
2294,1555393_s_at,2294,LINC01547
2295,1555394_at,2295,PIGK
2296,1555395_at,2296,AKAP12
2297,1555396_s_at,2297,CXorf67
2298,1555397_at,2298,MYO1D
2299,1555399_a_at,2299,DUSP16
2300,1555400_at,2300,LOC645261
2301,1555401_at,2301,SOHLH2
2302,1555403_a_at,2302,CDH19
2303,1555404_a_at,2303,DUOXA1
2304,1555405_at,2304,UBE3C
2305,1555407_s_at,2305,FGD3
2306,1555408_at,2306,BAGE2
2307,1555409_a_at,2307,BAGE2
2308,1555410_at,2308,AF258585
2309,1555411_a_at,2309,CCNL1
2310,1555412_at,2310,FBXL21
2311,1555413_s_at,2311,FBXL21
2312,1555415_at,2312,BC012881
2313,1555416_a_at,2313,ALOX15B
2314,1555417_a_at,2314,TAS1R1
2315,1555419_a_at,2315,ASAH1
2316,1555420_a_at,2316,KLF7
2317,1555421_at,2317,AP1S3
2318,1555423_at,2318,SSH2
2319,1555425_x_at,2319,SSH2
2320,1555426_a_at,2320,OTUD5
2321,1555427_s_at,2321,SYNCRIP
2322,1555429_at,2322,1555429_at
2323,1555430_at,2323,TSTD2
2324,1555431_a_at,2324,IL31RA
2325,1555433_at,2325,SLC39A14
2326,1555434_a_at,2326,SLC39A14
2327,1555435_at,2327,AFF4
2328,1555436_a_at,2328,AFF4
2329,1555437_at,2329,EARS2
2330,1555439_at,2330,GTF3C3
2331,1555441_at,2331,UBA6
2332,1555443_at,2332,CCDC172
2333,1555444_a_at,2333,PPP1R12B
2334,1555445_at,2334,CA8
2335,1555446_s_at,2335,TRAPPC10
2336,1555447_at,2336,ADGRG5
2337,1555448_at,2337,AP5M1
2338,1555450_a_at,2338,NAA16
2339,1555452_at,2339,RALGPS1
2340,1555454_at,2340,LITAF
2341,1555456_at,2341,AF204269
2342,1555457_at,2342,BRINP1
2343,1555460_a_at,2343,SLC39A6
2344,1555461_at,2344,TXNL4A
2345,1555462_at,2345,PPP1R1C
2346,1555463_a_at,2346,CHD6
2347,1555464_at,2347,IFIH1
2348,1555465_at,2348,MCOLN2
2349,1555467_a_at,2349,CELF1
2350,1555468_at,2350,NRP2
2351,1555469_a_at,2351,CLASP2
2352,1555470_a_at,2352,PPM1F
2353,1555471_a_at,2353,FMN2
2354,1555472_at,2354,SORBS2
2355,1555474_at,2355,TTLL3
2356,1555475_x_at,2356,TTLL3
2357,1555476_at,2357,IREB2
2358,1555478_at,2358,C17orf82
2359,1555480_a_at,2359,FBLIM1
2360,1555483_x_at,2360,FBLIM1
2361,1555485_s_at,2361,LOC100507387
2362,1555486_a_at,2362,PRR5L
2363,1555487_a_at,2363,ACTR3B
2364,1555488_at,2364,AF090894
2365,1555489_at,2365,1555489_at
2366,1555490_s_at,2366,PDZD3
2367,1555491_a_at,2367,C19orf66
2368,1555492_a_at,2368,BEST3
2369,1555495_a_at,2369,CWC27
2370,1555497_a_at,2370,CYP4B1
2371,1555498_at,2371,AB064668
2372,1555499_a_at,2372,IFNLR1
2373,1555500_s_at,2373,SLC2A4RG
2374,1555501_s_at,2374,RSRC1
2375,1555502_at,2375,NPSA
2376,1555503_a_at,2376,TMCC2
2377,1555504_at,2377,TYR
2378,1555505_a_at,2378,TYR
2379,1555509_a_at,2379,SLC25A41
2380,1555510_at,2380,ZNF215
2381,1555513_at,2381,PIAS2
2382,1555514_a_at,2382,PIAS2
2383,1555515_a_at,2383,FAM189B
2384,1555516_at,2384,FOXP2
2385,1555517_at,2385,GABRG3
2386,1555519_at,2386,BC019231
2387,1555520_at,2387,PTCH1
2388,1555522_s_at,2388,DPY30
2389,1555523_a_at,2389,FYCO1
2390,1555526_a_at,2390,SEPT6
2391,1555527_at,2391,COL9A1
2392,1555529_at,2392,RNH1
2393,1555533_at,2393,QRFPR
2394,1555535_at,2394,BPIFB6
2395,1555536_at,2395,ANTXR2
2396,1555538_s_at,2396,FAM9B
2397,1555539_at,2397,SDS
2398,1555540_at,2398,TGFB3
2399,1555542_at,2399,AFAP1L1
2400,1555543_a_at,2400,CLCC1
2401,1555544_a_at,2401,CADM2
2402,1555545_at,2402,KLK2
2403,1555546_a_at,2403,POFUT2
2404,1555547_at,2404,AB088847
2405,1555548_at,2405,NDUFA10
2406,1555550_at,2406,ZACN
2407,1555551_at,2407,SERPINB5
2408,1555553_a_at,2408,SLC22A7
2409,1555554_at,2409,BPIFA4P
2410,1555555_at,2410,BBS9
2411,1555557_a_at,2411,TNK2
2412,1555558_at,2412,USP25
2413,1555559_s_at,2413,USP25
2414,1555560_at,2414,UGGT2
2415,1555561_a_at,2415,UGGT2
2416,1555562_a_at,2416,ZCCHC7
2417,1555564_a_at,2417,CFI
2418,1555565_s_at,2418,TAPBP
2419,1555567_s_at,2419,LMOD3
2420,1555568_at,2420,GUSBP2
2421,1555569_a_at,2421,KCTD7
2422,1555571_at,2422,IMMP2L
2423,1555572_at,2423,CA6
2424,1555573_at,2424,CFAP46
2425,1555575_a_at,2425,KDELR1
2426,1555578_at,2426,1555578_at
2427,1555579_s_at,2427,PTPRM
2428,1555580_at,2428,LINC00824
2429,1555581_a_at,2429,TP63
2430,1555585_a_at,2430,FAM71B
2431,1555586_at,2431,FAM71B
2432,1555587_at,2432,PDZRN3
2433,1555590_a_at,2433,GATA1
2434,1555591_at,2434,PIF1
2435,1555594_a_at,2435,MBNL1
2436,1555595_at,2436,SCRN3
2437,1555598_a_at,2437,DUSP19
2438,1555600_s_at,2438,APOL4
2439,1555601_at,2439,BC022058
2440,1555602_a_at,2440,ELAVL3
2441,1555603_at,2441,BAGE
2442,1555605_x_at,2442,BAGE
2443,1555606_a_at,2443,GDPD1
2444,1555608_at,2444,CAPRIN2
2445,1555609_a_at,2445,ZMAT3
2446,1555610_at,2446,AGK
2447,1555611_s_at,2447,MBD1
2448,1555612_s_at,2448,G6PC
2449,1555613_a_at,2449,ZAP70
2450,1555614_at,2450,SUGT1P1
2451,1555616_at,2451,1555616_at
2452,1555617_x_at,2452,1555617_x_at
2453,1555618_s_at,2453,SAE1
2454,1555620_a_at,2454,PTGIR
2455,1555623_at,2455,AB014766
2456,1555624_a_at,2456,SSH1
2457,1555626_a_at,2457,SLAMF1
2458,1555627_s_at,2458,LINC01547
2459,1555628_a_at,2459,HAVCR2
2460,1555629_at,2460,HAVCR2
2461,1555630_a_at,2461,NARR
2462,1555631_at,2462,1555631_at
2463,1555632_at,2463,PIK3IP1
2464,1555634_a_at,2464,LILRA5
2465,1555636_at,2465,CD300LG
2466,1555638_a_at,2466,SAMSN1
2467,1555639_a_at,2467,RBM14
2468,1555640_at,2468,DAOA
2469,1555643_s_at,2469,LILRA5
2470,1555645_at,2470,GAFA2
2471,1555646_at,2471,Dbpht2
2472,1555647_a_at,2472,FOXP2
2473,1555648_at,2473,FOXP2
2474,1555650_at,2474,KLHL17
2475,1555651_at,2475,OR10A5
2476,1555653_at,2476,BC012090
2477,1555655_at,2477,OR10A4
2478,1555656_at,2478,CD300LG
2479,1555659_a_at,2479,TREML1
2480,1555661_at,2480,OR8D1
2481,1555662_s_at,2481,DAOA
2482,1555664_at,2482,AF067801
2483,1555665_at,2483,AF458587
2484,1555666_at,2484,PTPRS
2485,1555668_a_at,2485,PARK2
2486,1555671_at,2486,ICA1L
2487,1555673_at,2487,KRTAP2-3
2488,1555675_at,2488,BLID
2489,1555676_s_at,2489,GSX1
2490,1555677_s_at,2490,SMC1A
2491,1555678_at,2491,ST3GAL3
2492,1555679_a_at,2492,RTN4IP1
2493,1555680_a_at,2493,SMOX
2494,1555681_at,2494,AF384996
2495,1555682_at,2495,OTUB2
2496,1555685_at,2496,H6PD
2497,1555687_a_at,2497,CLEC4C
2498,1555688_s_at,2498,SLA2
2499,1555689_at,2499,CD80
2500,1555691_a_at,2500,KLRC4-KLRK1
2501,1555692_at,2501,AY208750
2502,1555694_a_at,2502,KCNIP3
2503,1555695_a_at,2503,CLRN1
2504,1555697_at,2504,KLK4
2505,1555702_a_at,2505,ST3GAL3
2506,1555703_at,2506,ST3GAL3
2507,1555704_at,2507,CMTM3
2508,1555705_a_at,2508,CMTM3
2509,1555707_at,2509,TNAP
2510,1555708_a_at,2510,OFCC1
2511,1555710_at,2511,AY039026
2512,1555711_x_at,2512,AY039026
2513,1555713_at,2513,PNKD
2514,1555715_a_at,2514,HRH3
2515,1555716_a_at,2515,CXADR
2516,1555717_at,2516,M15530
2517,1555718_x_at,2517,M15530
2518,1555719_a_at,2518,MAATS1
2519,1555722_at,2519,SCAMPER
2520,1555723_at,2520,AB062480
2521,1555724_s_at,2521,TAGLN
2522,1555725_a_at,2522,RGS5
2523,1555726_at,2523,GAFA3
2524,1555727_at,2524,AY177672
2525,1555728_a_at,2525,MS4A4A
2526,1555729_a_at,2526,CD209
2527,1555730_a_at,2527,CFL1
2528,1555731_a_at,2528,AP1S3
2529,1555733_s_at,2529,AP1S3
2530,1555734_x_at,2530,AP1S3
2531,1555735_a_at,2531,BAP1
2532,1555736_a_at,2532,AGTRAP
2533,1555737_a_at,2533,KLK4
2534,1555738_at,2534,CMTM1
2535,1555740_a_at,2535,MRAP
2536,1555741_at,2536,MRAP
2537,1555742_at,2537,ERVH-6
2538,1555743_s_at,2538,ERVH-6
2539,1555745_a_at,2539,LYZ
2540,1555746_at,2540,CD79B
2541,1555748_x_at,2541,CD79B
2542,1555749_at,2542,SF1
2543,1555751_a_at,2543,GEMIN7
2544,1555752_at,2544,STH
2545,1555753_x_at,2545,ERVH-6
2546,1555754_s_at,2546,ATN1
2547,1555755_at,2547,AF342767
2548,1555756_a_at,2548,CLEC7A
